candidate_id,train_seed,collision_reward,high_speed_reward,lane_change_reward,mean_reward,std_reward,mean_episode_length,std_episode_length,mean_distance,std_distance,success_rate,collision_rate,score,checkpoint_path,warm_start_used,notes
cand_01_c-4.964_s0.061_l-0.048,1001,-4.964,0.061,-0.048,14.062354547843086,9.297465516941976,15.066666666666666,9.13576609936037,19.88253438408223,12.301521752076313,16.666666666666664,83.33333333333334,3.313755730680371,checkpoints\reward_search\cand_01_c-4.964_s0.061_l-0.048.pt,True,random reward search on dense traffic
cand_02_c-9.994_s0.213_l-0.142,1002,-9.994,0.213,-0.142,12.699965397118335,9.139851245795198,13.833333333333334,9.096091956927925,18.256073661003185,12.139679565735221,13.333333333333334,86.66666666666667,2.4341431548004246,checkpoints\reward_search\cand_02_c-9.994_s0.213_l-0.142.pt,True,random reward search on dense traffic
cand_03_c-8.049_s0.125_l-0.134,1003,-8.049,0.125,-0.134,9.203350605981033,6.775018224121273,10.3,6.778151173685442,14.164734621508954,9.35876283080469,3.3333333333333335,96.66666666666667,0.4721578207169651,checkpoints\reward_search\cand_03_c-8.049_s0.125_l-0.134.pt,True,random reward search on dense traffic
cand_04_c-7.454_s0.244_l-0.15,1004,-7.454,0.244,-0.15,12.755807893864004,9.14871319291145,14.033333333333333,9.2176762557358,18.568873546661315,12.33068771394491,13.333333333333334,86.66666666666667,2.475849806221509,checkpoints\reward_search\cand_04_c-7.454_s0.244_l-0.15.pt,True,random reward search on dense traffic
cand_05_c-8.218_s0.192_l-0.073,1005,-8.218,0.192,-0.073,10.829376568159981,7.799021696769429,12.0,7.814516406449389,16.163323619259646,10.964366671173503,6.666666666666667,93.33333333333333,1.077554907950643,checkpoints\reward_search\cand_05_c-8.218_s0.192_l-0.073.pt,True,random reward search on dense traffic
cand_06_c-9.692_s0.51_l-0.11,1006,-9.692,0.51,-0.11,12.55004591774854,8.495322496333172,14.066666666666666,8.69840342949338,18.566523738197784,11.661002819383677,13.333333333333334,86.66666666666667,2.4755364984263712,checkpoints\reward_search\cand_06_c-9.692_s0.51_l-0.11.pt,True,random reward search on dense traffic
